what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,org.eclipse.wst.internet.cache,1221903838937
started,bundle,org.eclipse.wst.server.core,1.1.0.v20080530,org.eclipse.wst.server.core,1221903839031
started,bundle,org.eclipse.wst.server.ui,1.1.0.v20080515,org.eclipse.wst.server.ui,1221903839171
started,bundle,org.eclipse.wst.sse.core,1.1.300.v200805221633,org.eclipse.wst.sse.core,1221903839234
started,bundle,org.eclipse.wst.sse.ui,1.1.0.v200806041847,org.eclipse.wst.sse.ui,1221903839281
started,bundle,org.eclipse.wst.validation,1.2.0.v200806051402,org.eclipse.wst.validation,1221903839281
started,bundle,org.eclipse.wst.web,1.1.202.v200805140200,org.eclipse.wst.web,1221903839359
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.0.v200806031937,org.eclipse.wst.ws.service.policy.ui,1221903839421
started,bundle,org.eclipse.wst.wsdl.validation,1.1.301.v200805140300,org.eclipse.wst.wsdl.validation,1221903839500
started,bundle,org.eclipse.wst.xml.core,1.1.300.v200806051910,org.eclipse.wst.xml.core,1221903839578
started,bundle,org.eclipse.wst.xml.ui,1.0.400.v200806051910,org.eclipse.wst.xml.ui,1221903839765
started,bundle,org.eclipse.wst.xsd.core,1.1.300.v200805282012,org.eclipse.wst.xsd.core,1221903839796
started,bundle,org.hibernate.eclipse,3.2.3.GA,org.hibernate.eclipse,1221903839921
started,bundle,org.hibernate.eclipse.console,3.2.3.GA,org.hibernate.eclipse.console,1221903840000
started,bundle,org.hibernate.eclipse.mapper,3.2.3.GA,org.hibernate.eclipse.mapper,1221903840078
started,bundle,org.jboss.ide.eclipse.archives.core,2.1.1.GA,org.jboss.ide.eclipse.archives.core,1221903840140
started,bundle,org.jboss.ide.eclipse.as.core,1.1.2.GA,org.jboss.ide.eclipse.as.core,1221903840312
started,bundle,org.jboss.ide.eclipse.as.ui,1.1.2.GA,org.jboss.ide.eclipse.as.ui,1221903840453
started,bundle,org.jboss.ide.eclipse.as.ui.mbeans,1.1.2.GA,org.jboss.ide.eclipse.as.ui.mbeans,1221903840453
started,bundle,org.jboss.ide.eclipse.firstrun,2.1.1.GA,org.jboss.ide.eclipse.firstrun,1221903840484
started,bundle,org.jboss.tools.common,2.1.1.GA,org.jboss.tools.common,1221903840578
started,bundle,org.jboss.tools.common.model,2.1.1.GA,org.jboss.tools.common.model,1221903840734
started,bundle,org.jboss.tools.common.model.ui,2.1.1.GA,org.jboss.tools.common.model.ui,1221903840796
started,bundle,org.jboss.tools.common.projecttemplates,2.1.1.GA,org.jboss.tools.common.projecttemplates,1221903840875
started,bundle,org.jboss.tools.common.text.ext,2.1.1.GA,org.jboss.tools.common.text.ext,1221903840937
